COREF,chapter,cat,COREF_head,count
1507,12,PER,-1,1
1509,12,PER,-1,1
1513,12,PER,-1,23
1515,12,FAC,-1,1
1517,12,FAC,-1,1
1522,12,PER,-1,1
1523,12,FAC,-1,1
1524,12,GPE,-1,1
1525,12,FAC,-1,1
1526,12,FAC,-1,1
1527,12,PER,-1,1
1531,12,PER,-1,1
1532,12,PER,-1,1
1533,12,PER,-1,1
1534,12,PER,-1,1
1535,12,PER,-1,1
1536,12,PER,-1,1
1538,12,PER,-1,1
1539,12,PER,-1,1
1541,12,PER,-1,1
1542,12,PER,-1,1
1544,12,PER,-1,1
1545,12,PER,-1,1
1546,12,PER,-1,3
1547,12,PER,-1,1
1548,12,PER,-1,1
1549,12,PER,-1,1
1550,12,PER,-1,1
1550,16,PER,-1,1
1553,12,PER,-1,1
1555,12,PER,-1,1
1556,13,PER,-1,4
1557,13,PER,-1,1
1558,13,PER,-1,2
1559,13,PER,-1,1
1560,13,PER,-1,1
1562,13,PER,-1,1
1563,13,PER,-1,1
1565,13,PER,-1,1
1568,13,PER,-1,2
1569,13,PER,-1,1
1570,13,PER,-1,1
1570,17,PER,-1,1
1571,13,PER,-1,8
1572,13,PER,-1,1
1574,13,PER,-1,1
1576,13,PER,-1,1
1578,13,FAC,-1,1
1579,13,PER,-1,1
1584,13,PER,-1,4
1585,13,PER,-1,1
1586,13,PER,-1,1
1596,13,PER,-1,1
1597,13,PER,-1,1
1599,13,PER,-1,1
1601,13,PER,-1,1
1602,13,PER,-1,1
1603,13,PER,-1,1
1604,13,PER,-1,1
1610,13,PER,-1,1
1611,13,PER,-1,4
1613,13,PER,-1,1
1617,13,PER,-1,3
1617,14,PER,-1,3
1618,13,PER,-1,1
1618,14,PER,-1,1
1618,20,PER,-1,2
1619,13,PER,-1,1
1622,13,PER,-1,1
1623,14,PER,-1,1
1624,14,PER,-1,1
1626,14,PER,-1,1
1627,14,PER,-1,1
1629,14,PER,-1,1
1630,14,PER,-1,1
1631,14,PER,-1,13
1635,14,PER,-1,1
1636,14,PER,-1,16
1639,14,PER,-1,2
1641,14,PER,-1,3
1642,14,PER,-1,1
1644,14,PER,-1,1
1646,14,PER,-1,1
1649,14,PER,-1,1
1650,14,PER,-1,5
1651,14,PER,-1,1
1652,14,PER,-1,1
1654,14,FAC,-1,1
1655,14,PER,-1,1
1657,14,PER,-1,1
1659,14,FAC,-1,1
1661,14,PER,-1,1
1663,14,PER,-1,1
1664,14,PER,-1,1
1665,14,PER,-1,1
1666,14,PER,-1,1
1667,14,PER,-1,1
1668,14,PER,-1,1
1671,14,PER,-1,1
1672,14,FAC,-1,1
1673,14,FAC,-1,1
1674,14,FAC,-1,1
1675,14,PER,-1,1
1678,14,PER,-1,1
1680,14,PER,-1,1
1681,14,PER,-1,1
1682,14,FAC,-1,1
1684,14,PER,-1,1
1686,14,PER,-1,2
1687,14,PER,-1,1
1687,19,PER,-1,1
1688,14,PER,-1,1
1691,14,FAC,-1,1
1693,14,PER,-1,2
1693,20,PER,-1,1
1694,14,PER,-1,3
1695,14,PER,-1,1
1699,14,PER,-1,2
1701,14,PER,-1,1
1704,15,PER,-1,3
1706,15,PER,-1,1
1708,15,PER,-1,1
1709,15,PER,-1,1
1710,15,PER,-1,1
1710,16,PER,-1,1
1713,15,PER,-1,1
1714,15,PER,-1,1
1715,15,PER,-1,1
1722,15,PER,-1,1
1723,15,PER,-1,1
1725,15,PER,-1,1
1727,15,PER,-1,1
1729,15,PER,-1,1
1730,15,PER,-1,1
1732,15,PER,-1,1
1733,15,PER,-1,1
1736,15,PER,-1,1
1739,15,PER,-1,1
1741,15,PER,-1,1
1742,15,PER,-1,1
1745,16,PER,-1,1
1747,16,LOC,-1,1
1748,16,PER,-1,1
1749,16,FAC,-1,1
1752,16,PER,-1,10
1753,16,PER,-1,1
1755,16,PER,-1,1
1757,16,PER,-1,1
1759,16,PER,-1,1
1760,16,PER,-1,1
1761,16,PER,-1,2
1761,21,PER,-1,1
1762,16,PER,-1,1
1763,16,FAC,-1,1
1766,16,VEH,-1,1
1770,16,PER,-1,1
1773,16,LOC,-1,1
1776,16,PER,-1,1
1777,16,PER,-1,7
1778,16,PER,-1,7
1783,16,PER,-1,1
1784,16,PER,-1,4
1787,16,VEH,-1,1
1787,17,VEH,-1,1
1791,16,PER,-1,1
1792,16,PER,-1,1
1794,16,PER,-1,3
1799,16,PER,-1,1
1803,16,PER,-1,1
1804,16,PER,-1,1
1805,16,PER,-1,1
1807,16,PER,-1,4
1809,16,PER,-1,1
1815,17,PER,-1,1
1819,17,PER,-1,2
1820,17,PER,-1,1
1821,17,PER,-1,1
1822,17,PER,-1,4
1823,17,PER,-1,2
1825,17,PER,-1,1
1828,17,PER,-1,1
1829,17,PER,-1,1
1830,17,PER,-1,1
1832,17,PER,-1,1
1833,17,FAC,-1,1
1833,20,FAC,-1,1
1835,17,PER,-1,2
1836,17,PER,-1,1
1837,17,PER,-1,1
1838,17,PER,-1,10
1839,17,PER,-1,1
1841,17,FAC,-1,1
1841,18,FAC,-1,1
1841,21,FAC,-1,1
1842,17,PER,-1,1
1843,17,PER,-1,1
1844,17,FAC,-1,1
1847,17,PER,-1,6
1850,17,PER,-1,1
1851,17,PER,-1,4
1852,17,PER,-1,1
1853,17,PER,-1,1
1856,17,PER,-1,1
1859,17,PER,-1,1
1860,17,PER,-1,1
1861,17,FAC,-1,2
1861,20,FAC,-1,1
1862,17,PER,-1,8
1866,17,PER,-1,16
1867,17,PER,-1,2
1872,17,PER,-1,1
1873,17,PER,-1,1
1874,17,PER,-1,2
1876,17,PER,-1,1
1878,17,PER,-1,1
1879,17,PER,-1,1
1879,19,FAC,-1,1
1882,17,PER,-1,1
1885,17,FAC,-1,1
1885,21,FAC,-1,1
1886,17,PER,-1,2
1887,18,PER,-1,1
1888,18,PER,-1,1
1891,18,PER,-1,1
1892,18,FAC,-1,1
1893,18,PER,-1,5
1894,18,PER,-1,5
1896,18,PER,-1,1
1896,19,PER,-1,1
1896,20,PER,-1,1
1897,18,FAC,-1,1
1899,18,PER,-1,1
1901,18,PER,-1,1
1903,18,ORG,-1,1
1903,21,PER,-1,1
1904,18,PER,-1,1
1906,18,PER,-1,6
1907,18,PER,-1,1
1908,19,PER,-1,1
1913,20,PER,-1,4
1917,20,PER,-1,1
1919,20,PER,-1,1
1921,20,PER,-1,1
1923,20,PER,-1,1
1924,20,PER,-1,3
1927,20,LOC,-1,1
1927,22,LOC,-1,1
1928,20,GPE,-1,2
1929,20,PER,-1,1
1931,20,PER,-1,1
1932,20,LOC,-1,1
1933,20,PER,-1,1
1935,20,PER,-1,1
1936,20,PER,-1,1
1937,20,PER,-1,9
1938,20,PER,-1,1
1947,20,PER,-1,1
1948,20,PER,-1,1
1949,20,PER,-1,1
1952,20,PER,-1,1
1953,20,FAC,-1,1
1954,20,PER,-1,1
1956,20,PER,-1,1
1957,20,PER,-1,1
1958,20,PER,-1,2
1962,20,PER,-1,1
1963,20,PER,-1,1
1966,20,PER,-1,8
1968,20,PER,-1,1
1970,20,FAC,-1,1
1971,20,PER,-1,1
1975,20,PER,-1,5
1976,20,PER,-1,1
1979,20,PER,-1,1
1982,20,PER,-1,1
1985,20,PER,-1,5
1986,20,PER,-1,11
1988,20,PER,-1,1
1992,20,FAC,-1,1
1993,20,PER,-1,1
1995,20,PER,-1,1
1996,20,PER,-1,1
1997,20,PER,-1,1
1998,20,PER,-1,6
1999,20,PER,-1,1
2000,20,PER,-1,1
2001,20,PER,-1,1
2004,20,PER,-1,1
2007,20,PER,-1,1
2009,20,FAC,-1,1
2010,20,FAC,-1,1
2012,20,PER,-1,12
2014,20,PER,-1,1
2015,20,PER,-1,1
2017,20,PER,-1,1
2020,20,PER,-1,1
2021,20,PER,-1,1
2022,20,PER,-1,5
2023,20,PER,-1,1
2024,20,PER,-1,1
2025,20,PER,-1,5
2026,20,PER,-1,2
2028,20,PER,-1,4
2031,20,FAC,-1,2
2032,20,FAC,-1,1
2037,20,PER,-1,1
2042,20,PER,-1,1
2043,20,PER,-1,1
2044,20,FAC,-1,1
2045,20,PER,-1,3
2050,20,PER,-1,1
2051,20,FAC,-1,1
2054,20,FAC,-1,1
2055,20,PER,-1,1
2056,20,PER,-1,3
2058,20,PER,-1,1
2059,20,PER,-1,1
2062,21,PER,-1,1
2065,21,FAC,-1,1
2066,21,PER,-1,3
2068,21,PER,-1,1
2069,21,PER,-1,6
2070,21,PER,-1,5
2072,21,PER,-1,2
2073,21,PER,-1,1
2077,21,LOC,-1,1
2078,21,PER,-1,1
2079,21,PER,-1,17
2080,21,PER,-1,4
2085,21,PER,-1,7
2087,21,PER,-1,1
2088,21,PER,-1,2
2089,21,PER,-1,9
2090,21,FAC,-1,1
2091,21,PER,-1,1
2092,21,PER,-1,1
2093,21,PER,-1,1
2094,21,PER,-1,1
2095,21,PER,-1,1
2097,21,PER,-1,12
2098,21,PER,-1,1
2099,21,PER,-1,1
2100,21,FAC,-1,1
2101,21,PER,-1,1
2102,21,PER,-1,40
2105,21,PER,-1,1
2106,21,PER,-1,2
2108,21,PER,-1,10
2109,21,PER,-1,12
2111,21,PER,-1,1
2114,21,FAC,-1,1
2115,21,FAC,-1,1
2117,21,PER,-1,1
2118,21,PER,-1,1
2120,21,PER,-1,1
2121,21,PER,-1,1
2124,21,FAC,-1,1
2125,21,PER,-1,1
2127,21,PER,-1,9
2128,21,PER,-1,11
2129,21,PER,-1,21
2130,21,PER,-1,5
2132,21,PER,-1,5
2134,21,PER,-1,1
2135,21,PER,-1,1
2137,21,PER,-1,1
2138,21,PER,-1,3
2141,21,PER,-1,1
2142,21,PER,-1,1
2143,21,PER,-1,1
2145,21,PER,-1,1
2149,21,PER,-1,1
2150,22,PER,-1,1
2151,22,PER,-1,2
2152,22,PER,-1,1
2153,22,PER,-1,1
2154,22,FAC,-1,1
2157,22,PER,-1,3
2158,22,PER,-1,1
2160,22,PER,-1,1
2161,22,PER,-1,1
2163,22,PER,-1,1
2164,22,PER,-1,1
2165,22,PER,-1,6
2166,22,PER,-1,1
2167,22,PER,-1,1
2169,22,PER,-1,1
2170,22,PER,-1,1
2173,22,PER,-1,1
2175,22,PER,-1,5
2176,22,PER,-1,1
2177,22,PER,-1,1
2179,22,FAC,-1,1
2181,22,PER,-1,1
2182,22,PER,-1,1
2184,22,PER,-1,1
2188,22,PER,-1,1
2189,0,FAC,-1,1
2190,0,GPE,-1,1
2191,0,PER,-1,1
2192,0,PER,-1,1
2193,0,GPE,-1,2
2195,0,PER,-1,1
2196,0,PER,-1,1
2197,0,PER,-1,1
2198,0,PER,-1,1
2199,0,FAC,-1,1
2200,0,FAC,-1,1
2201,1,PER,-1,6
2202,1,PER,-1,1
2203,1,PER,-1,7
2203,11,PER,-1,1
2203,14,PER,-1,4
2203,19,PER,-1,4
2203,20,PER,-1,6
2203,21,PER,-1,1
2204,1,PER,-1,1
2205,1,PER,-1,1
2205,15,PER,-1,1
2206,1,PER,-1,1
2207,1,PER,-1,1
2208,1,PER,-1,1
2209,1,PER,-1,1
2210,1,PER,-1,1
2210,2,PER,-1,6
2210,9,PER,-1,1
2210,10,PER,-1,2
2210,11,PER,-1,1
2210,12,PER,-1,1
2211,1,PER,-1,1
2212,1,FAC,-1,2
2212,2,FAC,-1,1
2212,14,FAC,-1,1
2214,1,PER,-1,1
2215,1,PER,-1,1
2215,20,PER,-1,1
2216,1,PER,-1,5
2218,1,FAC,-1,1
2219,1,PER,-1,3
2220,1,PER,-1,2
2221,1,FAC,-1,1
2221,7,FAC,-1,1
2222,1,PER,-1,1
2223,1,PER,-1,1
2224,1,PER,-1,4
2225,1,PER,-1,1
2226,1,PER,-1,3
2227,1,PER,-1,1
2229,1,PER,-1,3
2230,1,LOC,-1,1
2232,1,PER,-1,2
2232,2,PER,-1,1
2232,3,PER,-1,1
2232,5,PER,-1,2
2232,6,PER,-1,1
2232,8,PER,-1,2
2232,10,PER,-1,1
2232,13,PER,-1,1
2232,19,PER,-1,1
2232,20,PER,-1,1
2232,21,PER,-1,1
2233,1,PER,-1,1
2234,1,PER,-1,2
2234,2,PER,-1,6
2235,1,ORG,-1,1
2235,2,PER,-1,1
2235,6,PER,-1,1
2235,9,PER,-1,1
2235,16,ORG,-1,1
2235,17,ORG,-1,1
2236,-1,FAC,-1,1
2237,2,PER,-1,1
2237,4,PER,-1,10
2237,5,PER,-1,2
2237,10,PER,-1,1
2237,19,PER,-1,6
2237,20,PER,-1,8
2238,2,PER,-1,2
2238,6,PER,-1,2
2238,22,PER,-1,1
2239,2,PER,-1,1
2240,2,PER,-1,4
2242,2,FAC,-1,1
2243,2,FAC,-1,1
2244,2,FAC,-1,2
2245,2,PER,-1,4
2246,2,FAC,-1,1
2246,3,FAC,-1,1
2247,2,PER,-1,1
2248,2,PER,-1,1
2249,2,FAC,-1,1
2250,2,FAC,-1,1
2251,2,PER,-1,3
2252,2,PER,-1,2
2253,2,PER,-1,1
2254,2,PER,-1,1
2255,2,PER,-1,1
2256,2,PER,-1,1
2257,2,PER,-1,1
2259,2,PER,-1,2
2260,2,PER,-1,1
2261,2,FAC,-1,1
2262,2,PER,-1,4
2262,6,PER,-1,1
2262,9,PER,-1,1
2262,16,PER,-1,1
2263,2,PER,-1,1
2264,2,PER,-1,1
2265,2,PER,-1,2
2265,5,PER,-1,3
2265,21,PER,-1,14
2266,2,PER,-1,1
2267,2,PER,-1,1
2268,2,PER,-1,5
2268,5,PER,-1,2
2268,6,PER,-1,2
2268,8,PER,-1,3
2268,9,PER,-1,1
2268,12,PER,-1,1
2268,15,PER,-1,2
2268,17,PER,-1,3
2268,19,PER,-1,1
2268,21,PER,-1,10
2270,2,PER,-1,1
2272,2,PER,-1,1
2273,2,PER,-1,1
2273,4,PER,-1,2
2273,5,PER,-1,2
2273,6,PER,-1,2
2273,7,PER,-1,1
2273,11,PER,-1,1
2273,20,PER,-1,1
2275,2,PER,-1,1
2276,2,PER,-1,1
2277,2,PER,-1,1
2278,2,PER,-1,1
2279,2,PER,-1,7
2280,2,LOC,-1,1
2281,2,PER,-1,1
2282,2,PER,-1,1
2283,2,PER,-1,1
2284,2,PER,-1,1
2285,2,PER,-1,7
2286,2,PER,-1,1
2287,2,LOC,-1,1
2287,9,LOC,-1,3
2287,10,LOC,-1,5
2289,2,PER,-1,1
2291,2,PER,-1,1
2292,2,PER,-1,1
2293,2,PER,-1,1
2294,2,PER,-1,2
2295,2,PER,-1,1
2296,2,FAC,-1,1
2298,2,FAC,-1,1
2299,2,PER,-1,1
2300,2,PER,-1,1
2302,2,PER,-1,1
2305,2,GPE,-1,1
2305,5,GPE,-1,1
2306,2,PER,-1,1
2306,3,PER,-1,1
2306,4,PER,-1,17
2306,5,PER,-1,1
2306,6,PER,-1,7
2306,7,PER,-1,6
2306,8,PER,-1,1
2306,9,PER,-1,1
2306,10,PER,-1,4
2306,11,PER,-1,4
2306,14,PER,-1,6
2306,15,PER,-1,2
2306,20,PER,-1,3
2306,21,PER,-1,1
2306,22,PER,-1,3
2307,2,PER,-1,1
2308,2,PER,-1,1
2309,2,PER,-1,3
2310,2,PER,-1,1
2310,3,PER,-1,1
2310,4,PER,-1,1
2310,6,PER,-1,1
2310,7,PER,-1,2
2310,9,PER,-1,6
2310,15,PER,-1,1
2310,18,PER,-1,4
2310,19,PER,-1,3
2310,20,PER,-1,8
2310,21,PER,-1,7
2311,2,PER,-1,1
2312,2,PER,-1,1
2313,2,PER,-1,1
2315,2,PER,-1,1
2316,2,PER,-1,1
2317,2,PER,-1,1
2318,2,PER,-1,1
2319,2,FAC,-1,1
2320,2,PER,-1,1
2320,5,PER,-1,1
2322,2,PER,-1,1
2323,2,PER,-1,1
2324,2,PER,-1,1
2326,2,PER,-1,1
2328,2,PER,-1,1
2329,2,PER,-1,1
2331,2,FAC,-1,1
2331,4,FAC,-1,1
2331,7,FAC,-1,2
2331,8,FAC,-1,1
2331,9,FAC,-1,1
2331,10,LOC,-1,1
2331,11,FAC,-1,1
2331,12,FAC,-1,2
2331,14,FAC,-1,1
2331,16,FAC,-1,2
2331,19,FAC,-1,1
2331,21,FAC,-1,1
2334,4,PER,-1,7
2335,4,PER,-1,1
2337,4,PER,-1,1
2338,4,PER,-1,1
2344,4,PER,-1,1
2347,4,PER,-1,1
2348,4,FAC,-1,1
2349,4,PER,-1,1
2350,4,PER,-1,4
2351,4,PER,-1,10
2355,4,FAC,-1,1
2356,4,FAC,-1,1
2356,4,PER,-1,1
2357,4,GPE,-1,1
2357,11,PER,-1,1
2358,4,PER,-1,1
2361,4,VEH,-1,1
2361,10,VEH,-1,1
2361,15,VEH,-1,1
2363,4,PER,Mr,1
2364,4,PER,-1,2
2365,4,PER,-1,2
2367,4,PER,-1,2
2367,8,PER,-1,1
2367,10,PER,-1,1
2368,4,PER,Mrs,1
2369,4,PER,-1,1
2369,7,PER,-1,1
2369,8,PER,-1,5
2369,20,PER,-1,1
2370,4,PER,-1,2
2370,5,PER,-1,2
2370,8,PER,-1,1
2370,11,PER,-1,1
2370,19,PER,-1,2
2370,21,PER,-1,1
2372,4,PER,-1,3
2372,5,PER,-1,3
2372,9,PER,-1,1
2373,4,PER,-1,1
2377,4,PER,-1,2
2378,4,PER,-1,9
2378,5,PER,-1,5
2380,4,PER,-1,1
2381,4,PER,-1,1
2382,4,PER,-1,1
2383,4,FAC,-1,1
2387,5,PER,-1,2
2388,5,PER,-1,1
2389,5,PER,-1,1
2390,5,GPE,-1,1
2390,6,GPE,-1,1
2390,11,GPE,-1,1
2390,12,GPE,-1,1
2391,5,FAC,-1,1
2392,5,PER,-1,1
2394,5,PER,-1,1
2395,5,PER,-1,2
2396,5,PER,-1,7
2397,5,PER,-1,1
2398,5,PER,-1,1
2399,5,PER,-1,6
2400,5,PER,-1,2
2402,5,PER,-1,1
2402,8,PER,-1,2
2402,11,PER,-1,1
2402,15,PER,-1,2
2402,16,PER,-1,1
2402,18,PER,-1,1
2402,19,PER,-1,1
2402,20,PER,-1,2
2403,5,PER,-1,12
2403,6,PER,-1,1
2407,5,PER,-1,1
2408,5,PER,Lord,1
2409,5,PER,-1,1
2409,16,PER,-1,4
2412,5,PER,-1,3
2412,6,PER,-1,1
2412,20,PER,-1,2
2414,5,PER,-1,2
2415,5,PER,-1,3
2419,5,PER,-1,4
2419,6,PER,-1,1
2419,7,PER,-1,10
2419,8,PER,-1,1
2419,9,PER,-1,1
2420,5,PER,-1,3
2421,5,PER,-1,1
2423,5,PER,-1,2
2424,5,PER,-1,1
2425,5,PER,-1,1
2432,5,PER,-1,1
2432,20,PER,-1,1
2433,5,PER,-1,2
2434,5,PER,-1,1
2436,5,PER,-1,1
2437,5,PER,-1,1
2441,5,PER,-1,3
2442,5,PER,-1,2
2443,5,PER,-1,1
2443,6,PER,-1,1
2443,7,PER,-1,1
2443,20,PER,-1,1
2445,5,FAC,-1,1
2446,5,PER,-1,1
2448,5,PER,-1,1
2449,5,PER,-1,1
2450,5,FAC,-1,1
2451,5,PER,-1,5
2452,5,PER,-1,1
2453,5,PER,-1,1
2454,5,PER,-1,1
2454,6,PER,-1,1
2457,6,PER,Mr,1
2460,6,PER,-1,1
2461,6,PER,-1,1
2462,6,PER,-1,1
2463,6,PER,-1,1
2469,6,PER,-1,1
2470,6,PER,-1,1
2472,6,PER,-1,1
2474,6,PER,-1,1
2474,7,PER,-1,4
2474,16,PER,-1,1
2474,18,PER,-1,1
2474,20,PER,-1,2
2475,6,PER,-1,1
2476,6,PER,-1,2
2478,6,PER,-1,1
2478,13,PER,-1,1
2480,6,PER,-1,2
2481,6,PER,-1,1
2482,6,PER,-1,7
2483,6,PER,-1,1
2485,6,PER,-1,1
2487,6,VEH,-1,1
2488,6,PER,-1,1
2489,6,PER,-1,1
2490,6,VEH,-1,1
2491,6,VEH,-1,1
2492,6,PER,-1,5
2493,6,PER,-1,1
2495,6,PER,-1,10
2495,7,PER,-1,1
2495,16,PER,-1,6
2497,6,PER,-1,1
2499,6,PER,-1,10
2499,7,PER,-1,1
2500,6,PER,-1,1
2501,6,PER,-1,1
2502,6,PER,-1,5
2505,6,ORG,-1,1
2506,6,PER,-1,1
2507,6,FAC,-1,1
2508,6,VEH,-1,1
2510,6,PER,-1,1
2512,6,PER,-1,1
2514,6,PER,-1,1
2515,6,PER,-1,1
2516,6,PER,-1,1
2519,6,PER,-1,1
2520,6,PER,-1,1
2520,10,PER,-1,9
2520,11,PER,-1,2
2520,15,PER,-1,3
2520,16,PER,-1,9
2521,6,PER,-1,2
2522,6,PER,-1,1
2522,9,PER,-1,1
2522,10,PER,-1,2
2522,11,PER,-1,1
2523,6,VEH,-1,1
2526,6,PER,-1,1
2527,6,PER,-1,1
2528,6,PER,-1,1
2530,7,PER,-1,1
2531,7,PER,-1,1
2535,7,PER,-1,2
2536,7,ORG,-1,1
2537,7,PER,-1,1
2538,7,FAC,-1,1
2539,7,PER,-1,1
2540,7,PER,-1,2
2541,7,PER,-1,1
2541,7,VEH,-1,1
2543,7,PER,-1,1
2545,7,PER,-1,1
2545,10,PER,-1,1
2545,11,PER,-1,1
2545,16,PER,-1,1
2545,17,PER,-1,5
2545,20,PER,-1,1
2546,7,PER,-1,1
2547,7,PER,-1,2
2548,7,PER,-1,1
2550,7,PER,-1,2
2551,7,PER,-1,1
2555,7,PER,-1,9
2556,7,PER,-1,1
2557,7,GPE,-1,1
2558,7,PER,-1,1
2560,7,PER,-1,2
2560,13,PER,-1,1
2560,20,PER,-1,1
2561,7,PER,-1,1
2563,7,PER,-1,1
2564,7,PER,-1,1
2567,7,PER,-1,1
2569,7,PER,-1,2
2570,7,PER,-1,1
2571,7,PER,-1,3
2571,10,PER,-1,1
2571,12,PER,-1,2
2571,19,PER,-1,1
2571,20,PER,-1,2
2571,21,PER,-1,10
2573,7,PER,-1,1
2575,7,PER,-1,1
2576,7,PER,-1,6
2579,7,VEH,-1,1
2580,7,PER,-1,1
2582,7,PER,-1,1
2583,7,PER,-1,1
2586,7,PER,-1,1
2587,7,PER,-1,1
2588,7,PER,-1,1
2589,7,PER,-1,1
2590,7,PER,-1,1
2591,7,PER,-1,1
2592,7,PER,-1,1
2595,7,PER,-1,2
2596,7,PER,-1,1
2598,7,PER,-1,1
2599,7,FAC,-1,1
2600,7,PER,-1,1
2601,7,PER,-1,1
2602,7,PER,-1,1
2603,7,FAC,-1,1
2604,7,FAC,-1,1
2605,7,LOC,-1,1
2607,7,PER,-1,1
2608,7,PER,-1,1
2609,7,PER,-1,1
2610,7,PER,-1,2
2619,8,PER,-1,3
2626,8,PER,-1,4
2627,8,PER,-1,1
2628,8,LOC,-1,1
2629,8,LOC,-1,1
2630,8,LOC,-1,1
2632,8,PER,-1,2
2637,8,LOC,-1,1
2638,8,FAC,-1,1
2639,8,PER,-1,3
2639,14,PER,-1,1
2640,8,PER,-1,10
2643,8,PER,-1,1
2645,8,PER,-1,2
2646,8,PER,-1,1
2648,9,PER,-1,2
2652,9,PER,-1,2
2654,9,PER,-1,1
2656,9,FAC,-1,1
2659,9,PER,-1,3
2660,9,PER,-1,1
2662,9,PER,-1,1
2663,9,PER,-1,1
2665,9,PER,-1,1
2669,9,PER,-1,1
2673,10,PER,-1,3
2676,10,PER,-1,3
2677,10,PER,-1,1
2678,10,PER,-1,1
2679,10,PER,-1,1
2679,14,PER,-1,1
2682,10,FAC,-1,1
2683,10,PER,-1,1
2684,10,PER,-1,1
2684,13,PER,-1,1
2686,10,PER,-1,1
2688,10,PER,-1,1
2688,12,PER,-1,1
2689,10,PER,-1,1
2690,10,PER,-1,1
2691,10,PER,-1,1
2691,21,PER,-1,2
2692,10,PER,-1,1
2693,10,PER,-1,1
2695,10,PER,-1,2
2696,10,PER,-1,1
2699,10,PER,-1,5
2700,10,PER,-1,1
2701,10,PER,-1,3
2703,10,FAC,-1,1
2705,10,PER,-1,1
2708,10,PER,-1,1
2710,10,PER,-1,1
2711,10,PER,-1,1
2712,10,PER,-1,1
2713,10,PER,-1,1
2714,10,PER,-1,1
2715,10,PER,-1,1
2716,10,PER,-1,3
2718,10,PER,-1,1
2718,17,PER,-1,2
2720,10,PER,-1,1
2720,19,PER,-1,1
2720,21,PER,-1,1
2722,10,PER,-1,1
2723,10,PER,-1,1
2723,21,PER,-1,1
2724,10,PER,-1,1
2726,10,PER,-1,1
2727,10,FAC,-1,1
2729,10,PER,-1,1
2731,10,PER,-1,1
2733,10,PER,-1,1
2737,10,PER,-1,1
2737,11,PER,-1,2
2737,17,PER,-1,1
2745,11,PER,-1,1
2745,18,PER,-1,1
2746,11,FAC,-1,1
2754,11,FAC,-1,1
2757,11,PER,Mr,1
2758,11,FAC,-1,1
2763,11,PER,-1,1
2765,11,FAC,-1,1
2766,11,PER,-1,1
2767,11,PER,-1,1
2769,11,FAC,-1,1
2770,11,PER,-1,2
2771,11,PER,-1,1
2772,11,PER,-1,10
2773,11,FAC,-1,1
2776,11,PER,-1,1
2777,11,FAC,-1,1
2778,11,PER,-1,1
2778,21,PER,-1,1
2780,11,FAC,-1,1
2780,11,PER,-1,1
2782,11,PER,-1,1
2782,16,PER,-1,5
2784,11,PER,-1,3
2786,11,PER,-1,1
2788,11,PER,-1,1
2789,11,PER,-1,6
2790,11,FAC,-1,1
2791,11,PER,-1,2
2793,11,FAC,-1,1
2793,12,GPE,-1,1
2793,13,FAC,-1,1
2793,13,GPE,-1,1
2793,17,GPE,-1,1
2793,20,FAC,-1,1
2794,11,FAC,-1,1
2795,11,FAC,-1,1
2796,11,FAC,-1,1
2797,11,PER,-1,1
2798,11,PER,-1,4
2801,11,PER,-1,1
2803,11,FAC,-1,1
2805,12,PER,-1,1
2808,12,FAC,-1,1
2810,12,PER,-1,1
2812,12,PER,-1,1
2814,12,PER,-1,1
2815,12,PER,-1,1
2819,12,PER,-1,1
2821,12,PER,-1,1
2821,13,PER,-1,1
2823,12,PER,-1,1
2824,13,PER,-1,1
2826,13,PER,-1,1
2827,13,FAC,-1,1
2829,13,PER,-1,1
2830,13,PER,-1,1
2831,13,PER,-1,1
2832,13,FAC,-1,1
2833,13,PER,-1,2
2834,13,PER,-1,1
2835,13,PER,-1,1
2836,13,PER,-1,1
2837,13,PER,-1,2
2837,17,PER,-1,2
2838,13,PER,-1,1
2840,13,PER,-1,1
2841,13,PER,-1,1
2842,13,PER,-1,2
2844,13,PER,-1,4
2846,13,PER,-1,1
2846,14,PER,-1,1
2846,20,PER,-1,1
2849,13,FAC,-1,1
2851,13,PER,-1,2
2852,13,PER,-1,1
2854,13,PER,-1,2
2855,13,PER,-1,1
2856,13,PER,-1,1
2857,14,PER,-1,3
2859,14,PER,-1,1
2861,14,PER,-1,2
2865,14,PER,-1,1
2866,14,PER,-1,1
2867,14,PER,-1,1
2867,18,PER,-1,1
2868,14,PER,-1,2
2869,14,PER,-1,1
2870,14,PER,-1,1
2871,14,PER,-1,5
2872,14,PER,-1,1
2872,19,PER,-1,1
2873,14,PER,-1,5
2875,14,PER,-1,5
2878,14,PER,-1,3
2880,14,PER,-1,1
2882,14,PER,-1,1
2883,14,PER,-1,1
2884,14,PER,-1,1
2885,14,PER,-1,5
2886,14,PER,-1,1
2887,14,FAC,-1,1
2888,14,PER,-1,1
2890,14,PER,-1,1
2891,14,PER,-1,1
2896,14,PER,-1,4
2897,14,PER,-1,1
2898,14,FAC,-1,2
2902,14,PER,-1,1
2902,18,PER,-1,1
2902,19,PER,-1,1
2903,14,PER,-1,1
2904,14,PER,-1,1
2905,14,PER,-1,1
2907,14,PER,-1,1
2908,14,PER,-1,1
2909,14,FAC,-1,1
2910,14,PER,-1,3
2910,15,PER,-1,6
2912,15,PER,-1,1
2913,15,PER,-1,1
2915,15,PER,-1,1
2916,15,PER,-1,1
